Region,Country,State,City,Month,Day,Year,AvgTemperature
North America,US,Alabama,Huntsville,9,5,1998,80.5
Asia,Malaysia,,Kuala Lumpur,1,11,2016,83.8
North America,US,Pennsylvania,Erie,1,1,2006,35.9
North America,US,Florida,Miami Beach,9,25,2011,80.7
South/Central America & Carribean,Equador,,Guayaquil,12,20,2013,79.7
Europe,Spain,,Bilbao,12,5,2000,62.4
North America,US,Ohio,Toledo,8,28,2003,72.6
Asia,Myanmar (Burma),,Rangoon,4,9,2014,85.4
Asia,China,,Shenyang,9,19,2016,57.2
Asia,Laos,,Vientiane,8,14,2005,79.2
Asia,Thailand,,Bangkok,1,10,2004,84.0
North America,Mexico,,Monterrey,10,28,2014,74.3
Asia,Kazakhstan,,Almaty,7,19,1997,89.6
Asia,North Korea,,Pyongyang,12,17,2013,22.4
North America,US,New Jersey,Atlantic City,5,5,2018,70.9
Africa,South Africa,,Capetown,11,13,2002,60.5
Europe,Georgia,,Tbilisi,2,5,2001,39.5
Asia,China,,Chengdu,7,10,1997,78.9
North America,US,Maine,Portland,3,5,2001,24.8
North America,US,Texas,Houston,11,29,2008,63.1
North America,US,Alabama,Huntsville,2,10,2004,45.0
North America,US,Pennsylvania,Wilkes Barre,2,27,2009,47.1
North America,US,Maine,Caribou,4,26,2009,54.2
Europe,Portugal,,Lisbon,11,23,2002,54.8
Europe,Sweden,,Stockholm,8,21,1997,72.2
North America,US,Additional Territories,San Juan Puerto Rico,10,25,1997,82.8
North America,US,Tennessee,Nashville,7,7,2001,77.5
Europe,Romania,,Bucharest,7,20,2002,74.1
North America,US,Colorado,Grand Junction,1,21,1997,29.0
North America,US,Oklahoma,Tulsa,9,4,2013,77.0
Europe,Slovakia,,Bratislava,8,16,2017,74.7
South/Central America & Carribean,Costa Rica,,San Jose,12,20,2014,72.9
North America,US,Florida,Tallahassee,12,14,1995,55.8
Asia,India,,Calcutta,5,21,1998,92.4
North America,US,New York,Syracuse,5,27,2001,61.4
North America,US,Texas,Corpus Christi,6,1,2000,80.7
South/Central America & Carribean,Brazil,,Rio de Janeiro,12,22,2017,77.9
Asia,North Korea,,Pyongyang,1,11,2018,6.9
North America,Canada,,Quebec,5,11,2015,49.7
Middle East,United Arab Emirates,,Abu Dhabi,10,24,2015,86.3
Asia,Hong Kong,,Hong Kong,12,22,2018,74.4
North America,US,Mississippi,Jackson,1,31,2005,44.1
North America,US,Ohio,Cleveland,3,28,2001,33.9
North America,US,Indiana,Indianapolis,3,8,2011,41.8
North America,US,Ohio,Akron Canton,1,22,2012,24.8
Asia,South Korea,,Seoul,11,3,2001,43.2
North America,US,Nevada,Reno,9,23,2004,63.6
Asia,Nepal,,Katmandu,5,2,2014,63.4
North America,US,Colorado,Denver,10,29,2002,33.4
Africa,South Africa,,Capetown,3,14,2014,64.7
North America,US,Texas,Austin,7,9,2017,86.6
Europe,Greece,,Athens,3,1,2012,42.6
Asia,Indonesia,,Jakarta,10,20,1998,79.3
North America,US,Tennessee,Chattanooga,4,28,2008,61.6
North America,US,Kansas,Goodland,12,21,2000,18.3
Europe,United Kingdom,,London,10,18,2014,64.0
South/Central America & Carribean,Brazil,,Sao Paulo,10,29,2006,64.5
Africa,Egypt,,Cairo,12,4,1995,58.6
Africa,Namibia,,Windhoek,2,15,2015,78.9
North America,US,Minnesota,Duluth,11,25,1999,31.5
South/Central America & Carribean,Bolivia,,La Paz,3,5,1999,42.9
Africa,Mauritania,,Nouakchott,5,23,2009,80.4
South/Central America & Carribean,Brazil,,Sao Paulo,1,18,2017,70.8
South/Central America & Carribean,Belize,,Belize City,12,21,2017,77.1
North America,US,Montana,Billings,9,29,2005,62.3
North America,US,Florida,West Palm Beach,3,17,2018,68.6
North America,US,Tennessee,Nashville,4,12,1998,56.6
North America,US,Kansas,Goodland,9,18,2006,50.3
North America,US,Louisiana,Shreveport,1,28,2006,57.7
North America,US,California,Fresno,6,26,2011,78.2
North America,Canada,,Regina,1,24,2011,21.5
Europe,Iceland,,Reykjavik,4,25,2012,39.5
North America,US,Ohio,Youngstown,8,25,2010,68.4
Asia,Nepal,,Katmandu,8,7,2007,-99.0
North America,US,Montana,Billings,6,24,2017,63.8
North America,US,Oklahoma,Tulsa,8,3,1997,82.2
North America,US,South Carolina,Charleston,12,20,1999,56.0
Asia,South Korea,,Seoul,5,11,2012,62.5
Middle East,Saudi Arabia,,Dhahran,4,17,2005,79.3
Europe,Romania,,Bucharest,4,17,2010,55.5
North America,US,Idaho,Pocatello,3,6,2006,35.1
North America,US,Texas,Midland Odessa,5,16,2010,65.6
North America,US,Virginia,Norfolk,11,12,2018,47.3
Europe,Switzerland,,Zurich,10,17,2006,52.2
North America,US,Florida,West Palm Beach,8,17,2006,83.9
North America,US,Texas,San Antonio,7,23,2017,87.0
South/Central America & Carribean,Equador,,Quito,8,31,2007,56.3
North America,Canada,,Toronto,10,7,2010,57.0
Asia,Myanmar (Burma),,Rangoon,6,29,2009,82.2
North America,US,Colorado,Denver,12,4,2011,15.1
North America,US,Wisconsin,Madison,6,25,2004,58.5
North America,US,Oregon,Portland,7,16,2012,64.2
North America,US,Tennessee,Knoxville,11,25,2011,44.4
North America,US,Indiana,Fort Wayne,11,15,2000,32.9
North America,US,New York,Buffalo,12,20,2000,19.8
South/Central America & Carribean,Cuba,,Havana,7,1,2014,80.8
Asia,Hong Kong,,Hong Kong,7,11,2001,86.4
Africa,Congo,,Brazzaville,10,29,2010,83.8
Asia,China,,Beijing,6,2,1999,75.7
North America,Mexico,,Guadalajara,10,17,2001,66.5
North America,US,Louisiana,Lake Charles,5,6,2010,72.5
North America,US,Wisconsin,Milwaukee,1,18,2018,23.4
North America,US,Minnesota,Duluth,1,7,2017,-3.3
Africa,Nigeria,,Niamey,6,15,2018,96.3
North America,US,Maryland,Washington DC,10,24,2019,55.8
Asia,Kyrgyzstan,,Bishkek,11,15,2013,40.8
North America,US,Alaska,Anchorage,8,2,2010,58.2
Europe,France,,Bordeaux,5,22,2011,64.0
North America,US,New Hampshire,Concord,6,13,2012,64.8
North America,US,North Dakota,Bismarck,6,11,2005,61.6
Europe,Latvia,,Riga,1,29,2009,32.4
North America,US,Texas,Corpus Christi,4,17,2007,68.6
Asia,South Korea,,Seoul,6,23,2003,68.5
North America,US,Alaska,Juneau,7,10,2017,52.2
North America,US,Maryland,Washington DC,2,25,2006,38.3
Asia,China,,Shanghai,4,23,2014,63.4
Middle East,Syria,,Damascus,1,7,2015,34.5
Europe,Serbia-Montenegro,,Pristina,7,15,1996,69.4
North America,US,Indiana,Indianapolis,11,16,2004,48.7
North America,US,Indiana,Indianapolis,5,7,2000,70.5
North America,US,Texas,Dallas Ft Worth,8,15,2006,90.8
North America,US,Texas,Corpus Christi,6,12,2016,84.9
Asia,China,,Shenyang,10,6,1997,56.1
Europe,Belarus,,Minsk,5,19,1997,51.8
North America,US,North Carolina,Asheville,2,16,1996,30.8
North America,US,Oklahoma,Tulsa,1,26,1999,41.7
North America,US,Idaho,Pocatello,9,3,2007,74.2
North America,US,Pennsylvania,Wilkes Barre,1,12,2011,22.4
North America,US,Oklahoma,Oklahoma City,2,11,2007,37.2
North America,US,Indiana,South Bend,11,21,2002,41.8
Asia,India,,Bombay (Mumbai),10,19,2012,86.1
North America,US,Florida,West Palm Beach,1,31,2006,69.2
Europe,Croatia,,Zagreb,11,14,2015,48.2
North America,US,Alabama,Birmingham,6,15,2018,80.7
Europe,Belarus,,Minsk,6,3,1996,65.9
Europe,The Netherlands,,Amsterdam,3,6,1998,44.8
Asia,Turkmenistan,,Ashabad,7,27,2010,88.1
South/Central America & Carribean,Haiti,,Port au Prince,8,9,2014,-99.0
Asia,Vietnam,,Hanoi,1,11,2001,58.7
Africa,Central African Republic,,Bangui,4,4,1995,84.0
North America,US,Alaska,Anchorage,4,2,1995,37.5
Asia,Taiwan,,Taipei,2,23,2008,61.5
North America,US,Minnesota,Duluth,9,7,2007,65.8
North America,US,Delaware,Wilmington,9,19,1998,70.3
Middle East,Saudi Arabia,,Dhahran,10,26,2002,82.2
North America,US,Georgia,Atlanta,3,26,2011,57.1
North America,US,Wyoming,Cheyenne,10,13,2000,46.2
Europe,Austria,,Vienna,12,8,2016,28.3
Europe,Serbia-Montenegro,,Pristina,3,30,1999,-99.0
North America,US,Ohio,Youngstown,9,18,2010,57.5
North America,US,Maine,Caribou,5,1,2009,52.5
North America,US,Alaska,Juneau,12,28,2000,34.6
North America,US,New York,Syracuse,11,20,2006,34.2
Europe,Hungary,,Budapest,3,12,1998,30.0
North America,US,Hawaii,Honolulu,9,27,2017,81.6
North America,US,Illinois,Peoria,5,18,2004,71.5
Africa,Tunisia,,Tunis,5,20,2001,71.7
North America,US,Louisiana,New Orleans,11,26,1996,46.6
North America,US,Montana,Helena,6,18,2003,75.6
North America,US,Virginia,Roanoke,2,21,2013,36.4
North America,US,Texas,Wichita Falls,8,18,2006,92.0
Europe,Denmark,,Copenhagen,10,28,2018,34.0
North America,US,Arkansas,Fort Smith,12,30,2009,36.8
North America,US,South Dakota,Rapid City,7,17,2001,78.2
Europe,Spain,,Barcelona,8,17,2012,79.9
Europe,Romania,,Bucharest,10,1,2019,66.8
Asia,Japan,,Tokyo,9,8,2013,75.9
Europe,Denmark,,Copenhagen,1,12,2016,36.3
North America,US,Iowa,Sioux City,1,14,2001,31.8
Australia/South Pacific,Australia,,Perth,4,7,2007,70.1
South/Central America & Carribean,Equador,,Quito,4,29,2000,55.9
North America,US,Texas,Wichita Falls,4,18,1998,55.6
South/Central America & Carribean,Bermuda,,Hamilton,8,21,1995,78.8
North America,US,Wisconsin,Milwaukee,2,23,1997,28.9
Africa,Gambia,,Banjul,9,15,2003,-99.0
Europe,Belarus,,Minsk,7,28,2014,78.0
Europe,Italy,,Milan,3,4,1998,46.2
Asia,China,,Shanghai,10,10,2010,72.1
Europe,Spain,,Madrid,11,7,2014,56.0
North America,US,Maryland,Washington DC,6,10,2002,78.9
Asia,Singapore,,Singapore,1,27,2018,80.6
North America,US,Alaska,Fairbanks,5,28,2015,62.2
North America,US,Wisconsin,Milwaukee,12,13,2000,3.9
Asia,Taiwan,,Taipei,1,31,1999,67.1
Africa,Algeria,,Algiers,9,23,2004,72.1
Africa,Benin,,Cotonou,8,27,1997,79.3
South/Central America & Carribean,Panama,,Panama City,2,25,2004,81.9
South/Central America & Carribean,Barbados,,Bridgetown,11,27,2012,81.5
North America,US,Wyoming,Cheyenne,4,25,1997,35.0
Africa,Egypt,,Cairo,9,23,2011,80.7
North America,US,Louisiana,Shreveport,10,1,2004,73.0
North America,US,Pennsylvania,Pittsburgh,1,10,2014,36.3
North America,US,Oklahoma,Tulsa,2,18,2000,45.3
North America,US,Ohio,Akron Canton,12,27,2015,52.2
Europe,Finland,,Helsinki,1,17,2004,25.0
North America,US,Oregon,Portland,6,27,2010,66.4
Asia,Japan,,Tokyo,4,7,2019,59.7
South/Central America & Carribean,Equador,,Guayaquil,12,14,1995,77.2
Europe,Russia,,Moscow,11,23,2012,32.0
Middle East,Oman,,Muscat,5,11,2007,89.5
North America,US,New York,Syracuse,9,10,1995,51.6
Asia,Laos,,Vientiane,6,15,2001,83.3
North America,US,Pennsylvania,Philadelphia,1,1,2009,24.0
North America,US,Texas,Austin,1,22,1998,49.7
North America,US,Additional Territories,San Juan Puerto Rico,1,21,2013,76.9
South/Central America & Carribean,Brazil,,Sao Paulo,3,6,2008,77.8
Europe,Germany,,Munich,4,8,2019,49.2
Asia,Indonesia,,Jakarta,9,10,1997,-99.0
South/Central America & Carribean,Bermuda,,Hamilton,7,6,2001,80.9
North America,US,Colorado,Colorado Springs,9,6,2015,72.2
Africa,Central African Republic,,Bangui,10,19,2017,81.5
Australia/South Pacific,Australia,,Canberra,1,20,2000,73.1
North America,Canada,,Regina,1,28,2017,31.2
Asia,Japan,,Osaka,11,1,2002,54.6
North America,Canada,,Edmonton,1,24,2007,34.6
Middle East,Lebanon,,Beirut,11,13,2008,68.0
Australia/South Pacific,Australia,,Melbourne,3,11,2011,73.0
North America,US,Oregon,Eugene,2,25,2007,41.9
North America,US,New Jersey,Newark,6,21,2005,70.8
North America,US,North Dakota,Fargo,3,9,2006,32.0
Africa,Nigeria,,Lagos,10,22,1999,80.4
North America,US,South Dakota,Rapid City,7,22,2010,67.8
Europe,Belarus,,Minsk,10,22,2012,49.9
North America,US,Montana,Great Falls,9,20,2007,45.4
Australia/South Pacific,Australia,,Brisbane,11,11,1998,70.9
North America,US,Florida,Tampa St. Petersburg,4,30,2016,80.3
South/Central America & Carribean,Costa Rica,,San Jose,4,15,2011,73.9
North America,US,Georgia,Savannah,11,23,2000,43.4
Europe,Spain,,Bilbao,4,25,2018,57.6
Middle East,Oman,,Muscat,9,24,1995,94.5
North America,US,Nebraska,Lincoln,9,8,2018,64.5
Africa,Benin,,Cotonou,7,4,2015,78.0
North America,US,Louisiana,Shreveport,2,26,2017,50.7
Australia/South Pacific,Australia,,Canberra,3,5,2013,64.4
North America,US,Rhode Island,Rhode Island,3,5,2008,48.2
Asia,Pakistan,,Karachi,8,3,2003,85.4
Middle East,Turkey,,Ankara,7,17,2015,68.3
North America,US,Indiana,South Bend,5,29,1996,57.1
Africa,South Africa,,Capetown,6,12,2017,59.2
North America,US,Louisiana,Lake Charles,4,13,1998,67.7
Europe,Switzerland,,Zurich,5,1,2003,55.4
North America,US,Indiana,South Bend,5,8,2003,55.8
Asia,Uzbekistan,,Tashkent,8,4,2018,87.3
North America,US,Wyoming,Cheyenne,11,22,2002,47.4
Africa,Mozambique,,Maputo,4,11,2020,78.2
Asia,India,,Chennai (Madras),8,9,2001,85.9
Asia,Tajikistan,,Dusanbe,1,9,2001,-99.0
South/Central America & Carribean,Nicaragua,,Managua,10,21,2011,77.7
Africa,Guinea,,Conakry,12,21,1997,-99.0
Europe,Belarus,,Minsk,4,5,2011,41.9
Africa,Guinea,,Conakry,7,9,2000,-99.0
Middle East,Oman,,Muscat,7,5,2004,95.1
Asia,North Korea,,Pyongyang,10,17,2011,43.3
North America,US,Tennessee,Memphis,8,11,2003,78.7
North America,Canada,,Ottawa,9,15,2008,61.8
Asia,Pakistan,,Islamabad,3,5,2000,-99.0
Europe,Switzerland,,Bern,4,20,2001,34.7
North America,US,Mississippi,Jackson,6,1,2008,83.3
Asia,Kazakhstan,,Almaty,8,17,2003,82.2
Europe,Spain,,Barcelona,2,29,2012,53.2
North America,US,District of Columbia,Washington,9,13,2008,81.3
Asia,Bangladesh,,Dhaka,12,4,1998,-99.0
Asia,Tajikistan,,Dusanbe,1,18,2011,32.2
North America,US,Pennsylvania,Harrisburg,2,8,2008,38.0
Europe,Norway,,Oslo,2,12,2016,25.7
North America,US,Pennsylvania,Wilkes Barre,5,21,2003,55.8
Europe,Czech Republic,,Prague,3,29,2012,46.9
North America,US,Tennessee,Nashville,7,10,2018,81.0
North America,US,Wisconsin,Green Bay,10,30,2012,39.7
North America,US,Alabama,Birmingham,3,6,2008,51.0
Europe,Switzerland,,Zurich,10,20,2008,55.3
Asia,Japan,,Tokyo,9,24,2019,78.3
North America,US,Alabama,Huntsville,5,5,1998,63.8
North America,US,Oregon,Eugene,8,4,2007,65.7
South/Central America & Carribean,Barbados,,Bridgetown,2,11,2005,81.6
Middle East,Jordan,,Amman,8,19,2004,73.6
Europe,Slovakia,,Bratislava,5,11,2013,57.7
Asia,Sri Lanka,,Colombo,5,29,2002,82.1
North America,US,Nevada,Reno,10,25,1995,44.0
North America,US,Kentucky,Paducah,1,8,2013,36.0
Europe,Germany,,Munich,9,25,2001,51.3
Africa,Namibia,,Windhoek,6,24,2004,61.7
Asia,China,,Shenyang,3,11,2019,41.7
Middle East,Oman,,Muscat,2,12,1998,-99.0
Europe,Germany,,Munich,5,10,2008,59.7
North America,US,Montana,Great Falls,1,8,2000,38.1
South/Central America & Carribean,Dominican Republic,,Santo Domingo,8,3,2002,81.6
Africa,Mozambique,,Maputo,5,16,2004,69.5
Europe,Italy,,Rome,10,6,1996,60.6
Asia,India,,Delhi,12,30,2000,58.3
North America,US,Tennessee,Memphis,4,27,2011,64.4
North America,US,Kentucky,Lexington,4,20,2007,53.3
North America,US,New York,Albany,7,12,1999,66.0
Australia/South Pacific,Australia,,Perth,7,15,2008,54.7
Australia/South Pacific,New Zealand,,Auckland,10,27,2019,60.4
Europe,Ukraine,,Kiev,10,18,2001,47.6
North America,US,Indiana,Fort Wayne,8,15,2014,59.4
Middle East,Saudi Arabia,,Dhahran,6,16,2007,100.8
North America,US,Idaho,Boise,2,9,2001,27.8
Europe,Serbia-Montenegro,,Pristina,11,17,2001,38.0
North America,US,Nebraska,North Platte,1,20,2005,39.6
North America,US,Arkansas,Fort Smith,12,17,2012,48.6
Europe,United Kingdom,,London,3,11,2008,48.9
North America,US,Kentucky,Louisville,4,7,2011,66.1
Asia,South Korea,,Seoul,10,11,2008,54.9
North America,US,Kentucky,Louisville,8,30,2019,78.9
Africa,Sierra Leone,,Freetown,5,22,2003,78.5
Asia,Pakistan,,Islamabad,2,19,2003,48.7
North America,Canada,,Halifax,2,22,2010,31.0
North America,US,Michigan,Grand Rapids,2,19,2020,23.3
North America,US,Michigan,Sault Ste Marie,5,27,2001,54.4
Asia,Kazakhstan,,Almaty,1,12,1997,18.8
Asia,China,,Shenyang,11,10,2010,38.2
Europe,Cyprus,,Nicosia,1,16,2002,50.9
North America,US,Texas,Wichita Falls,3,16,2020,52.2
Europe,Switzerland,,Geneva,2,15,1998,40.0
North America,US,South Carolina,Charleston,3,27,2019,51.3
South/Central America & Carribean,Colombia,,Bogota,9,12,2003,57.0
North America,Canada,,Edmonton,10,25,2005,50.2
South/Central America & Carribean,Costa Rica,,San Jose,1,17,2004,71.1
North America,Canada,,Calgary,10,20,1996,31.4
North America,US,Texas,Amarillo,5,17,2006,66.4
North America,US,Kansas,Wichita,10,5,1998,60.6
Europe,Macedonia,,Skopje,6,22,2019,77.4
North America,US,Illinois,Springfield,1,23,1999,35.8
North America,Canada,,Calgary,2,15,1997,30.0
Africa,Guinea-Bissau,,Bissau,7,9,2010,84.3
Europe,Slovakia,,Bratislava,1,15,2012,32.6
North America,US,Washington,Spokane,4,14,2017,48.0
Asia,Japan,,Tokyo,7,23,2015,80.7
North America,US,District of Columbia,Washington,11,16,2006,62.4
North America,US,Michigan,Flint,7,3,2001,65.5
North America,US,Colorado,Denver,12,1,2006,25.5
North America,US,North Dakota,Fargo,4,15,2006,64.3
Europe,Switzerland,,Geneva,11,27,2015,37.7
North America,US,Illinois,Rockford,5,1,2016,47.8
Asia,Pakistan,,Islamabad,2,22,2005,54.8
South/Central America & Carribean,Brazil,,Rio de Janeiro,5,18,2016,70.6
North America,Canada,,Edmonton,3,10,2007,36.7
North America,US,Missouri,Kansas City,1,4,2007,48.1
Europe,Finland,,Helsinki,7,29,2007,60.5
Asia,Taiwan,,Taipei,12,24,2019,67.8
Europe,France,,Bordeaux,2,8,2017,44.0
North America,US,Texas,Houston,6,6,2008,84.6
North America,Canada,,Toronto,9,15,1999,59.4
North America,US,Montana,Great Falls,10,10,1995,55.2
Asia,Uzbekistan,,Tashkent,11,5,2008,54.9
South/Central America & Carribean,Bahamas,,Nassau,7,20,2004,85.4
North America,US,New York,Rochester,9,28,2017,62.0
North America,US,Nevada,Las Vegas,11,2,2008,71.3
North America,Canada,,Halifax,8,23,1995,61.2
North America,US,Virginia,Roanoke,10,10,2001,52.2
North America,US,New York,Albany,1,15,2000,6.1
North America,US,Washington,Spokane,12,29,2012,23.5
North America,US,New Jersey,Newark,10,15,2007,58.0
Africa,Ethiopia,,Addis Ababa,2,1,2016,60.1
Europe,Russia,,Moscow,10,27,2010,36.3
North America,US,Alaska,Fairbanks,12,21,2006,-5.2
North America,US,Tennessee,Nashville,9,1,2014,80.4
Middle East,Turkey,,Ankara,8,11,2019,73.0
North America,US,Texas,Amarillo,8,17,2005,76.9
North America,US,Kentucky,Louisville,11,7,2004,59.9
North America,US,New York,Albany,8,18,2005,67.0
Africa,Zambia,,Lusaka,9,14,2010,66.6
Europe,Switzerland,,Zurich,1,27,2003,36.9
Europe,Germany,,Munich,7,8,2009,59.5
Middle East,United Arab Emirates,,Abu Dhabi,12,18,2004,69.5
North America,US,California,Los Angeles,12,22,2005,61.0
South/Central America & Carribean,Dominican Republic,,Santo Domingo,6,28,2017,84.0
Australia/South Pacific,Australia,,Canberra,11,4,2006,61.0
North America,US,New York,Buffalo,7,15,2010,76.4
North America,US,West Virginia,Elkins,8,13,2010,75.1
North America,US,Oregon,Salem,9,15,2015,54.2
North America,US,Indiana,Indianapolis,7,26,2001,73.3
North America,US,New Mexico,Albuquerque,8,6,2012,78.0
Asia,India,,Calcutta,10,10,2018,77.7
Asia,Singapore,,Singapore,11,4,1995,82.7
Europe,Norway,,Oslo,4,28,1995,31.6
Europe,Switzerland,,Zurich,10,24,2002,46.7
Africa,Sierra Leone,,Freetown,5,18,2002,-99.0
Africa,Gabon,,Libreville,6,11,2013,79.1
Asia,Nepal,,Katmandu,4,20,2019,65.2
Asia,Hong Kong,,Hong Kong,12,16,2013,54.0
Australia/South Pacific,Australia,,Brisbane,3,26,2015,78.6
Middle East,Turkey,,Istanbul,5,15,2014,66.2
South/Central America & Carribean,Belize,,Belize City,10,24,2018,80.1
North America,US,District of Columbia,Washington,5,12,1997,64.4
North America,US,Oregon,Portland,9,29,1997,63.6
Europe,Iceland,,Reykjavik,9,11,1996,51.2
North America,US,Maine,Portland,4,17,2012,64.1
North America,US,Maryland,Washington DC,8,24,2009,77.6
North America,US,Tennessee,Knoxville,3,31,2006,65.6
Africa,Algeria,,Algiers,7,19,1998,77.6
Middle East,Jordan,,Amman,11,7,2007,64.5
North America,US,Michigan,Grand Rapids,12,24,1995,27.7
Asia,Mongolia,,Ulan-bator,10,28,2000,14.7
North America,US,Oregon,Portland,5,1,2003,56.1
South/Central America & Carribean,Bahamas,,Nassau,8,11,2018,84.0
North America,Canada,,Winnipeg,7,15,2002,80.9
Europe,Switzerland,,Geneva,8,12,2008,65.1
Africa,Madagascar,,Antananarivo,1,2,2020,68.8
North America,US,Kentucky,Paducah,10,3,1998,69.7
Europe,Spain,,Madrid,9,22,2008,64.0
North America,Canada,,Quebec,4,9,2019,27.4
Europe,Portugal,,Lisbon,4,28,2009,59.2
Asia,Tajikistan,,Dusanbe,7,16,1995,-99.0
North America,US,Colorado,Colorado Springs,10,9,2009,33.6
North America,US,Missouri,St Louis,8,16,1999,75.6
Europe,Switzerland,,Zurich,10,6,2015,57.3
Asia,Myanmar (Burma),,Rangoon,8,1,2004,80.4
Europe,Croatia,,Zagreb,7,14,2019,69.2
Africa,Morocco,,Rabat,4,11,2011,60.6
North America,US,Pennsylvania,Pittsburgh,9,14,1997,64.1
Asia,Uzbekistan,,Tashkent,8,30,1998,75.2
North America,US,Alabama,Montgomery,8,31,2001,76.6
Europe,Yugoslavia,,Belgrade,4,8,2020,54.0
North America,US,Florida,Jacksonville,4,1,2015,71.0
Asia,China,,Guangzhou,3,19,2009,76.1
Africa,Zambia,,Lusaka,6,30,2012,63.4
North America,US,New Hampshire,Concord,10,27,2019,39.9
Asia,China,,Shanghai,11,4,2008,65.8
Europe,Switzerland,,Bern,12,5,1995,31.8
Africa,Kenya,,Nairobi,5,11,2004,70.1
Europe,Germany,,Munich,4,28,1995,51.4
Africa,Zambia,,Lusaka,3,8,2000,72.4
North America,Canada,,Winnipeg,3,11,2012,36.6
Europe,France,,Paris,5,26,1995,63.9
Australia/South Pacific,Australia,,Sydney,7,24,2017,51.0
Europe,Albania,,Tirana,4,17,2002,58.2
North America,US,Utah,Salt Lake City,12,24,2008,24.6
North America,US,Illinois,Peoria,9,11,2009,70.2
South/Central America & Carribean,Venezuela,,Caracas,7,1,2019,76.1
Europe,Czech Republic,,Prague,8,1,1998,66.6
Asia,Japan,,Sapporo,12,18,2007,19.9
North America,Mexico,,Mexico City,8,15,2012,65.9
Asia,Pakistan,,Islamabad,1,21,2017,55.0
South/Central America & Carribean,Brazil,,Rio de Janeiro,6,23,2008,64.9
North America,US,Alabama,Montgomery,8,23,2009,72.9
North America,US,Alabama,Montgomery,11,1,2001,62.6
